job_id,position,study_id,status,participant,iteration,level,title,Module,Sound1,Sound2,timestamp,aborted_trial,trial_correct,Position_Target,participant_name,response_to_first,time_rewardfortouch,response_time_delay_1,response_time_delay_2
1285,1,13,pending,099550000003293902,2,1,OMMTask4_4,Module 2,Avg16.wav,Coo_08_25.wav,2023-08-16 18:09:17,0,1,1,RACAILLE,1,NA,634,NA
1318,34,13,pending,099550000003293902,2,1,OMMTask4_4,Module 2,Coo_15_25.wav,Avg16.wav,2023-08-16 18:09:23,0,0,2,RACAILLE,1,32042122,682,732
1316,32,13,pending,099550000003293902,2,1,OMMTask4_4,Module 2,Coo_12.wav,Avg16.wav,2023-08-16 18:09:29,0,1,2,RACAILLE,0,1938277620,1000,642
1304,20,13,pending,099550000003293902,2,1,OMMTask4_4,Module1,Coo_12_50.wav,Avg16.wav,2023-08-16 18:24:03,0,1,2,RACAILLE,0,38833311,1001,337
1320,36,13,pending,099550000003293902,2,1,OMMTask4_4,Module 2,Coo_15_50.wav,Avg16.wav,2023-08-16 18:24:10,0,1,2,RACAILLE,0,1939158486,1000,295
1306,22,13,pending,099550000003293902,2,1,OMMTask4_4,Module 2,Coo_12_75.wav,Avg16.wav,2023-08-16 18:24:15,0,1,2,RACAILLE,0,1939164033,1000,192
1288,4,13,pending,099550000003293902,2,1,OMMTask4_4,Module1,Coo_08_50.wav,Avg16.wav,2023-08-16 18:33:12,0,1,2,RACAILLE,0,39382347,1000,209
1338,54,13,pending,099550000003293902,3,1,OMMTask4_4,Module 2,Coo_16_75.wav,Avg16.wav,2023-08-16 18:33:19,0,1,2,RACAILLE,0,1939708013,1000,278
1322,38,13,pending,099550000003293902,3,1,OMMTask4_4,Module 2,Coo_15_75.wav,Avg16.wav,2023-08-16 18:55:15,0,1,2,RACAILLE,0,1941023930,1000,205
1325,41,13,pending,099550000003293902,3,1,OMMTask4_4,Module 2,Avg16.wav,Coo_15_25.wav,2023-08-16 18:55:25,0,1,1,RACAILLE,1,NA,665,NA
1317,33,13,pending,099550000003293902,3,1,OMMTask4_4,Module 2,Avg16.wav,Coo_15_25.wav,2023-08-16 18:55:32,0,1,1,RACAILLE,1,NA,652,NA
1323,39,13,pending,099550000003293902,4,1,OMMTask4_4,Module 2,Avg16.wav,Coo_15.wav,2023-08-16 18:55:38,0,1,1,RACAILLE,1,NA,645,1000
1289,5,13,pending,099550000003293902,3,1,OMMTask4_4,Module 2,Avg16.wav,Coo_08_75.wav,2023-08-16 18:55:46,0,1,1,RACAILLE,1,NA,606,NA
1297,13,13,pending,099550000003293902,3,1,OMMTask4_4,Module 2,Avg16.wav,Coo_08_75.wav,2023-08-16 18:55:54,0,1,1,RACAILLE,1,NA,656,NA
1315,31,13,pending,099550000003293902,3,1,OMMTask4_4,Module 2,Avg16.wav,Coo_12.wav,2023-08-16 18:56:01,0,1,1,RACAILLE,1,NA,760,NA
1333,49,13,pending,099550000003293902,3,1,OMMTask4_4,Module 2,Avg16.wav,Coo_16_25.wav,2023-08-16 18:56:08,0,0,1,RACAILLE,0,NA,1000,220
1296,12,13,pending,099550000003293902,3,1,OMMTask4_4,Module 2,Coo_08_50.wav,Avg16.wav,2023-08-16 18:56:14,0,1,2,RACAILLE,0,1941082468,1000,347
1287,3,13,pending,099550000003293902,3,1,OMMTask4_4,Module 2,Avg16.wav,Coo_08_50.wav,2023-08-16 18:56:20,0,1,1,RACAILLE,1,NA,681,NA
1309,25,13,pending,099550000003293902,4,1,OMMTask4_4,Module 2,Avg16.wav,Coo_12_25.wav,2023-08-16 18:56:28,0,1,1,RACAILLE,1,NA,576,1000
1345,61,13,pending,099550000003293902,3,1,OMMTask4_4,Module 2,Avg16.wav,Coo_16_75.wav,2023-08-16 18:56:33,0,1,1,RACAILLE,1,NA,638,NA
1337,53,13,pending,099550000003293902,3,1,OMMTask4_4,Module 2,Avg16.wav,Coo_16_75.wav,2023-08-16 18:56:40,0,0,1,RACAILLE,0,NA,1000,203
1334,50,13,pending,099550000003293902,3,1,OMMTask4_4,Module1,Coo_16_25.wav,Avg16.wav,2023-08-16 19:10:40,0,1,2,RACAILLE,0,41629617,1000,284
1348,64,13,pending,099550000003293902,4,1,OMMTask4_4,Module 2,Coo_16.wav,Avg16.wav,2023-08-16 19:10:47,0,1,2,RACAILLE,0,1941956166,1000,395
